Test time	Throughput 	 Throughput/s 
1000 		 2948 	 2948,000000 
2000 		 7273 	 3636,500000 
4000 		 17050 	 4262,500000 
8000 		 29614 	 3701,750000 
16000 		 58806 	 3675,375000 
32000 		 151269 	 4727,156250 
64000 		 300575 	 4696,484375 
128000 		 599542 	 4683,921875 
256000 		 1256177 	 4906,941406 
512000 		 2456331 	 4797,521484 
